Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
280.13	28.150	382.38	0.0026152	266.23	273.59	1.1538	1.6550	3.9959	511.11	0.095671	52.607	0.085103	0.0023785	56.588	0.017671	498.75	548.50	2.1351	1.6971	3.5347	227.97	1.7708	9.8615	0.026278
280.17	28.180	382.25	0.0026161	266.40	273.77	1.1544	1.6553	3.9990	510.65	0.095940	52.569	0.085066	0.0023730	56.668	0.017647	498.74	548.47	2.1348	1.6976	3.5393	227.92	1.7703	9.8658	0.026299
280.22	28.211	382.12	0.0026170	266.56	273.94	1.1550	1.6555	4.0022	510.18	0.096210	52.532	0.085029	0.0023675	56.747	0.017622	498.73	548.45	2.1346	1.6982	3.5440	227.87	1.7699	9.8702	0.026321
280.27	28.241	381.99	0.0026179	266.73	274.12	1.1556	1.6558	4.0054	509.71	0.096480	52.494	0.084992	0.0023620	56.826	0.017597	498.72	548.42	2.1343	1.6987	3.5487	227.83	1.7694	9.8746	0.026342
280.31	28.272	381.86	0.0026187	266.89	274.29	1.1561	1.6561	4.0086	509.24	0.096752	52.456	0.084956	0.0023565	56.906	0.017573	498.71	548.40	2.1340	1.6993	3.5534	227.78	1.7689	9.8790	0.026364
280.36	28.302	381.73	0.0026196	267.06	274.47	1.1567	1.6563	4.0118	508.77	0.097024	52.418	0.084919	0.0023509	56.986	0.017548	498.70	548.37	2.1337	1.6998	3.5582	227.73	1.7685	9.8834	0.026385
280.41	28.333	381.60	0.0026205	267.22	274.64	1.1573	1.6566	4.0151	508.30	0.097296	52.380	0.084882	0.0023454	57.065	0.017524	498.69	548.34	2.1334	1.7004	3.5629	227.68	1.7680	9.8878	0.026407
280.45	28.363	381.47	0.0026214	267.38	274.82	1.1579	1.6568	4.0183	507.83	0.097570	52.342	0.084845	0.0023399	57.145	0.017499	498.68	548.32	2.1331	1.7009	3.5677	227.63	1.7675	9.8922	0.026429
280.50	28.394	381.34	0.0026223	267.55	275.00	1.1585	1.6571	4.0216	507.36	0.097844	52.304	0.084809	0.0023344	57.225	0.017475	498.67	548.29	2.1329	1.7015	3.5725	227.59	1.7670	9.8966	0.026450
280.55	28.425	381.21	0.0026232	267.71	275.17	1.1591	1.6574	4.0248	506.89	0.098120	52.266	0.084772	0.0023289	57.306	0.017450	498.66	548.26	2.1326	1.7020	3.5773	227.54	1.7666	9.9010	0.026472
280.59	28.455	381.08	0.0026241	267.88	275.35	1.1597	1.6576	4.0281	506.42	0.098395	52.228	0.084735	0.0023234	57.386	0.017426	498.65	548.24	2.1323	1.7026	3.5821	227.49	1.7661	9.9055	0.026494
280.64	28.486	380.95	0.0026250	268.05	275.52	1.1603	1.6579	4.0314	505.95	0.098672	52.190	0.084698	0.0023179	57.467	0.017401	498.64	548.21	2.1320	1.7031	3.5870	227.44	1.7656	9.9099	0.026516
280.69	28.517	380.82	0.0026259	268.21	275.70	1.1609	1.6582	4.0347	505.48	0.098950	52.152	0.084661	0.0023124	57.547	0.017377	498.63	548.18	2.1317	1.7037	3.5919	227.39	1.7651	9.9143	0.026538
280.73	28.547	380.69	0.0026268	268.38	275.87	1.1615	1.6584	4.0380	505.01	0.099228	52.114	0.084625	0.0023069	57.628	0.017353	498.62	548.16	2.1314	1.7042	3.5967	227.35	1.7647	9.9188	0.026560
280.78	28.578	380.56	0.0026277	268.54	276.05	1.1621	1.6587	4.0413	504.54	0.099507	52.076	0.084588	0.0023015	57.709	0.017328	498.61	548.13	2.1311	1.7048	3.6016	227.30	1.7642	9.9233	0.026582
280.83	28.609	380.43	0.0026286	268.71	276.23	1.1627	1.6590	4.0446	504.07	0.099787	52.038	0.084551	0.0022960	57.790	0.017304	498.60	548.10	2.1308	1.7053	3.6066	227.25	1.7637	9.9278	0.026604
280.87	28.640	380.30	0.0026295	268.87	276.40	1.1633	1.6592	4.0480	503.60	0.10007	52.001	0.084514	0.0022905	57.871	0.017280	498.59	548.07	2.1306	1.7059	3.6115	227.20	1.7632	9.9322	0.026626
280.92	28.670	380.17	0.0026304	269.04	276.58	1.1639	1.6595	4.0513	503.13	0.10035	51.963	0.084478	0.0022850	57.953	0.017255	498.57	548.05	2.1303	1.7064	3.6165	227.15	1.7628	9.9367	0.026648
280.97	28.701	380.04	0.0026313	269.20	276.76	1.1645	1.6598	4.0547	502.66	0.10063	51.925	0.084441	0.0022795	58.034	0.017231	498.56	548.02	2.1300	1.7070	3.6214	227.10	1.7623	9.9412	0.026671
281.01	28.732	379.91	0.0026322	269.37	276.93	1.1651	1.6600	4.0581	502.19	0.10092	51.887	0.084404	0.0022740	58.116	0.017207	498.55	547.99	2.1297	1.7076	3.6264	227.06	1.7618	9.9457	0.026693
281.06	28.763	379.78	0.0026331	269.54	277.11	1.1657	1.6603	4.0615	501.71	0.10120	51.849	0.084367	0.0022686	58.198	0.017183	498.54	547.96	2.1294	1.7081	3.6314	227.01	1.7613	9.9503	0.026715
281.11	28.794	379.65	0.0026340	269.70	277.29	1.1663	1.6606	4.0649	501.24	0.10148	51.811	0.084330	0.0022631	58.280	0.017159	498.53	547.93	2.1291	1.7087	3.6365	226.96	1.7609	9.9548	0.026738
281.15	28.825	379.51	0.0026350	269.87	277.46	1.1669	1.6608	4.0683	500.77	0.10177	51.773	0.084294	0.0022576	58.362	0.017134	498.52	547.91	2.1288	1.7092	3.6415	226.91	1.7604	9.9593	0.026760
281.20	28.856	379.38	0.0026359	270.04	277.64	1.1675	1.6611	4.0717	500.30	0.10206	51.735	0.084257	0.0022522	58.444	0.017110	498.50	547.88	2.1285	1.7098	3.6466	226.86	1.7599	9.9639	0.026783
281.25	28.887	379.25	0.0026368	270.20	277.82	1.1681	1.6614	4.0752	499.82	0.10234	51.697	0.084220	0.0022467	58.527	0.017086	498.49	547.85	2.1282	1.7104	3.6517	226.81	1.7594	9.9684	0.026805
281.29	28.918	379.12	0.0026377	270.37	278.00	1.1687	1.6617	4.0786	499.35	0.10263	51.659	0.084183	0.0022412	58.609	0.017062	498.48	547.82	2.1280	1.7109	3.6568	226.76	1.7590	9.9730	0.026828
281.34	28.949	378.99	0.0026386	270.53	278.17	1.1693	1.6619	4.0821	498.88	0.10292	51.621	0.084147	0.0022358	58.692	0.017038	498.47	547.79	2.1277	1.7115	3.6619	226.71	1.7585	9.9776	0.026850
281.39	28.980	378.85	0.0026395	270.70	278.35	1.1699	1.6622	4.0855	498.40	0.10321	51.583	0.084110	0.0022303	58.775	0.017014	498.45	547.76	2.1274	1.7120	3.6671	226.66	1.7580	9.9822	0.026873
281.43	29.011	378.72	0.0026405	270.87	278.53	1.1705	1.6625	4.0890	497.93	0.10350	51.545	0.084073	0.0022249	58.858	0.016990	498.44	547.73	2.1271	1.7126	3.6723	226.62	1.7575	9.9867	0.026896
281.48	29.042	378.59	0.0026414	271.03	278.71	1.1711	1.6628	4.0925	497.45	0.10379	51.507	0.084036	0.0022194	58.941	0.016966	498.43	547.70	2.1268	1.7132	3.6775	226.57	1.7570	9.9913	0.026919
281.53	29.073	378.46	0.0026423	271.20	278.88	1.1717	1.6630	4.0960	496.98	0.10409	51.469	0.083999	0.0022140	59.024	0.016942	498.42	547.67	2.1265	1.7137	3.6827	226.52	1.7566	9.9960	0.026942
281.57	29.105	378.32	0.0026432	271.37	279.06	1.1723	1.6633	4.0996	496.50	0.10438	51.431	0.083963	0.0022085	59.107	0.016918	498.40	547.64	2.1262	1.7143	3.6879	226.47	1.7561	10.001	0.026965
281.62	29.136	378.19	0.0026442	271.54	279.24	1.1729	1.6636	4.1031	496.03	0.10467	51.393	0.083926	0.0022031	59.191	0.016894	498.39	547.61	2.1259	1.7149	3.6932	226.42	1.7556	10.005	0.026988
281.67	29.167	378.06	0.0026451	271.70	279.42	1.1735	1.6639	4.1067	495.55	0.10497	51.355	0.083889	0.0021976	59.275	0.016871	498.38	547.58	2.1256	1.7155	3.6985	226.37	1.7551	10.010	0.027011
281.71	29.198	377.92	0.0026460	271.87	279.60	1.1741	1.6641	4.1102	495.08	0.10527	51.317	0.083852	0.0021922	59.359	0.016847	498.36	547.55	2.1253	1.7160	3.7038	226.32	1.7546	10.014	0.027034
281.76	29.230	377.79	0.0026470	272.04	279.77	1.1748	1.6644	4.1138	494.60	0.10556	51.279	0.083816	0.0021867	59.443	0.016823	498.35	547.52	2.1250	1.7166	3.7091	226.27	1.7542	10.019	0.027057
281.81	29.261	377.66	0.0026479	272.20	279.95	1.1754	1.6647	4.1174	494.13	0.10586	51.241	0.083779	0.0021813	59.527	0.016799	498.34	547.49	2.1247	1.7172	3.7144	226.22	1.7537	10.024	0.027080
281.85	29.292	377.52	0.0026489	272.37	280.13	1.1760	1.6650	4.1210	493.65	0.10616	51.203	0.083742	0.0021759	59.611	0.016775	498.32	547.46	2.1244	1.7177	3.7198	226.17	1.7532	10.028	0.027103
281.90	29.323	377.39	0.0026498	272.54	280.31	1.1766	1.6652	4.1246	493.17	0.10646	51.165	0.083705	0.0021704	59.696	0.016752	498.31	547.43	2.1241	1.7183	3.7252	226.12	1.7527	10.033	0.027127
281.95	29.355	377.25	0.0026507	272.71	280.49	1.1772	1.6655	4.1283	492.70	0.10676	51.127	0.083668	0.0021650	59.780	0.016728	498.30	547.40	2.1238	1.7189	3.7306	226.07	1.7522	10.038	0.027150
281.99	29.386	377.12	0.0026517	272.88	280.67	1.1778	1.6658	4.1319	492.22	0.10706	51.089	0.083632	0.0021596	59.865	0.016704	498.28	547.37	2.1235	1.7195	3.7360	226.02	1.7517	10.043	0.027174
282.04	29.418	376.98	0.0026526	273.04	280.85	1.1784	1.6661	4.1356	491.74	0.10736	51.051	0.083595	0.0021542	59.950	0.016681	498.27	547.34	2.1232	1.7200	3.7414	225.97	1.7513	10.047	0.027197
282.09	29.449	376.85	0.0026536	273.21	281.03	1.1790	1.6664	4.1392	491.27	0.10767	51.013	0.083558	0.0021487	60.035	0.016657	498.25	547.31	2.1229	1.7206	3.7469	225.92	1.7508	10.052	0.027221
282.13	29.481	376.72	0.0026545	273.38	281.20	1.1796	1.6666	4.1429	490.79	0.10797	50.975	0.083521	0.0021433	60.120	0.016633	498.24	547.27	2.1227	1.7212	3.7524	225.87	1.7503	10.057	0.027244
282.18	29.512	376.58	0.0026555	273.55	281.38	1.1802	1.6669	4.1466	490.31	0.10828	50.937	0.083484	0.0021379	60.206	0.016610	498.22	547.24	2.1224	1.7218	3.7579	225.82	1.7498	10.061	0.027268
282.23	29.544	376.45	0.0026564	273.72	281.56	1.1808	1.6672	4.1503	489.83	0.10858	50.898	0.083448	0.0021325	60.291	0.016586	498.21	547.21	2.1221	1.7224	3.7635	225.77	1.7493	10.066	0.027292
282.27	29.575	376.31	0.0026574	273.88	281.74	1.1814	1.6675	4.1541	489.35	0.10889	50.860	0.083411	0.0021271	60.377	0.016563	498.19	547.18	2.1218	1.7229	3.7690	225.72	1.7488	10.071	0.027315
282.32	29.607	376.17	0.0026583	274.05	281.92	1.1820	1.6678	4.1578	488.87	0.10920	50.822	0.083374	0.0021217	60.463	0.016539	498.18	547.15	2.1215	1.7235	3.7746	225.67	1.7484	10.076	0.027339
282.37	29.638	376.04	0.0026593	274.22	282.10	1.1826	1.6681	4.1616	488.40	0.10951	50.784	0.083337	0.0021163	60.549	0.016516	498.16	547.11	2.1212	1.7241	3.7802	225.62	1.7479	10.081	0.027363
282.41	29.670	375.90	0.0026603	274.39	282.28	1.1832	1.6683	4.1653	487.92	0.10982	50.746	0.083301	0.0021109	60.635	0.016492	498.15	547.08	2.1209	1.7247	3.7858	225.57	1.7474	10.085	0.027387
282.46	29.702	375.77	0.0026612	274.56	282.46	1.1838	1.6686	4.1691	487.44	0.11013	50.708	0.083264	0.0021055	60.721	0.016469	498.13	547.05	2.1206	1.7253	3.7915	225.52	1.7469	10.090	0.027411
282.51	29.733	375.63	0.0026622	274.73	282.64	1.1844	1.6689	4.1729	486.96	0.11044	50.670	0.083227	0.0021001	60.808	0.016445	498.12	547.02	2.1203	1.7259	3.7972	225.47	1.7464	10.095	0.027435
282.55	29.765	375.50	0.0026631	274.90	282.82	1.1851	1.6692	4.1767	486.48	0.11075	50.632	0.083190	0.0020947	60.895	0.016422	498.10	546.98	2.1200	1.7265	3.8029	225.42	1.7459	10.100	0.027459
282.60	29.797	375.36	0.0026641	275.06	283.00	1.1857	1.6695	4.1806	486.00	0.11107	50.594	0.083153	0.0020893	60.981	0.016398	498.09	546.95	2.1197	1.7270	3.8086	225.37	1.7454	10.105	0.027484
282.65	29.828	375.22	0.0026651	275.23	283.18	1.1863	1.6698	4.1844	485.52	0.11138	50.556	0.083117	0.0020839	61.068	0.016375	498.07	546.92	2.1194	1.7276	3.8143	225.32	1.7449	10.109	0.027508
282.69	29.860	375.09	0.0026661	275.40	283.36	1.1869	1.6701	4.1883	485.04	0.11170	50.518	0.083080	0.0020785	61.155	0.016352	498.06	546.88	2.1190	1.7282	3.8201	225.27	1.7444	10.114	0.027532
282.74	29.892	374.95	0.0026670	275.57	283.54	1.1875	1.6704	4.1921	484.55	0.11201	50.479	0.083043	0.0020731	61.243	0.016328	498.04	546.85	2.1187	1.7288	3.8259	225.22	1.7439	10.119	0.027557
282.79	29.924	374.81	0.0026680	275.74	283.73	1.1881	1.6707	4.1960	484.07	0.11233	50.441	0.083006	0.0020677	61.330	0.016305	498.02	546.82	2.1184	1.7294	3.8317	225.17	1.7435	10.124	0.027581
282.83	29.956	374.68	0.0026690	275.91	283.91	1.1887	1.6709	4.1999	483.59	0.11265	50.403	0.082969	0.0020624	61.418	0.016282	498.01	546.78	2.1181	1.7300	3.8376	225.11	1.7430	10.129	0.027605
282.88	29.988	374.54	0.0026700	276.08	284.09	1.1893	1.6712	4.2038	483.11	0.11297	50.365	0.082933	0.0020570	61.506	0.016259	497.99	546.75	2.1178	1.7306	3.8434	225.06	1.7425	10.134	0.027630
282.93	30.019	374.40	0.0026709	276.25	284.27	1.1899	1.6715	4.2078	482.63	0.11329	50.327	0.082896	0.0020516	61.594	0.016235	497.98	546.71	2.1175	1.7312	3.8493	225.01	1.7420	10.139	0.027655
282.97	30.051	374.26	0.0026719	276.42	284.45	1.1905	1.6718	4.2117	482.15	0.11361	50.289	0.082859	0.0020463	61.682	0.016212	497.96	546.68	2.1172	1.7318	3.8552	224.96	1.7415	10.144	0.027679
283.02	30.083	374.13	0.0026729	276.59	284.63	1.1911	1.6721	4.2157	481.66	0.11393	50.251	0.082822	0.0020409	61.770	0.016189	497.94	546.64	2.1169	1.7324	3.8612	224.91	1.7410	10.148	0.027704
283.07	30.115	373.99	0.0026739	276.76	284.81	1.1918	1.6724	4.2197	481.18	0.11426	50.212	0.082786	0.0020355	61.858	0.016166	497.93	546.61	2.1166	1.7330	3.8671	224.86	1.7405	10.153	0.027729
283.11	30.147	373.85	0.0026749	276.93	284.99	1.1924	1.6727	4.2236	480.70	0.11458	50.174	0.082749	0.0020302	61.947	0.016143	497.91	546.57	2.1163	1.7336	3.8731	224.81	1.7400	10.158	0.027754
283.16	30.179	373.71	0.0026759	277.10	285.18	1.1930	1.6730	4.2277	480.21	0.11491	50.136	0.082712	0.0020248	62.036	0.016120	497.89	546.54	2.1160	1.7342	3.8791	224.76	1.7395	10.163	0.027779
283.21	30.211	373.57	0.0026769	277.27	285.36	1.1936	1.6733	4.2317	479.73	0.11524	50.098	0.082675	0.0020194	62.125	0.016097	497.87	546.50	2.1157	1.7348	3.8852	224.70	1.7390	10.168	0.027804
283.25	30.243	373.43	0.0026778	277.44	285.54	1.1942	1.6736	4.2357	479.25	0.11556	50.060	0.082638	0.0020141	62.214	0.016074	497.86	546.47	2.1154	1.7354	3.8912	224.65	1.7385	10.173	0.027829
283.30	30.276	373.30	0.0026788	277.61	285.72	1.1948	1.6739	4.2398	478.76	0.11589	50.022	0.082602	0.0020087	62.303	0.016051	497.84	546.43	2.1151	1.7360	3.8973	224.60	1.7380	10.178	0.027854
283.35	30.308	373.16	0.0026798	277.78	285.90	1.1954	1.6742	4.2438	478.28	0.11622	49.983	0.082565	0.0020034	62.393	0.016028	497.82	546.40	2.1148	1.7366	3.9035	224.55	1.7375	10.183	0.027879
283.39	30.340	373.02	0.0026808	277.95	286.09	1.1960	1.6745	4.2479	477.79	0.11655	49.945	0.082528	0.0019980	62.482	0.016005	497.80	546.36	2.1145	1.7372	3.9096	224.50	1.7370	10.188	0.027905
283.44	30.372	372.88	0.0026818	278.12	286.27	1.1967	1.6748	4.2520	477.31	0.11688	49.907	0.082491	0.0019927	62.572	0.015982	497.79	546.33	2.1142	1.7378	3.9158	224.45	1.7365	10.193	0.027930
283.49	30.404	372.74	0.0026828	278.29	286.45	1.1973	1.6751	4.2562	476.82	0.11722	49.869	0.082454	0.0019873	62.662	0.015959	497.77	546.29	2.1138	1.7384	3.9220	224.39	1.7360	10.198	0.027955
283.53	30.436	372.60	0.0026838	278.46	286.63	1.1979	1.6754	4.2603	476.34	0.11755	49.830	0.082418	0.0019820	62.752	0.015936	497.75	546.25	2.1135	1.7390	3.9282	224.34	1.7355	10.203	0.027981
283.58	30.469	372.46	0.0026849	278.64	286.82	1.1985	1.6757	4.2645	475.85	0.11789	49.792	0.082381	0.0019767	62.842	0.015913	497.73	546.22	2.1132	1.7396	3.9345	224.29	1.7350	10.208	0.028006
283.63	30.501	372.32	0.0026859	278.81	287.00	1.1991	1.6760	4.2686	475.36	0.11822	49.754	0.082344	0.0019713	62.933	0.015890	497.71	546.18	2.1129	1.7402	3.9407	224.24	1.7345	10.213	0.028032
283.67	30.533	372.18	0.0026869	278.98	287.18	1.1997	1.6763	4.2728	474.88	0.11856	49.716	0.082307	0.0019660	63.023	0.015867	497.69	546.14	2.1126	1.7408	3.9470	224.19	1.7340	10.218	0.028058
283.72	30.566	372.04	0.0026879	279.15	287.36	1.2003	1.6766	4.2770	474.39	0.11890	49.677	0.082271	0.0019607	63.114	0.015844	497.68	546.11	2.1123	1.7415	3.9534	224.13	1.7335	10.223	0.028083
283.77	30.598	371.90	0.0026889	279.32	287.55	1.2010	1.6769	4.2812	473.90	0.11924	49.639	0.082234	0.0019554	63.205	0.015821	497.66	546.07	2.1120	1.7421	3.9597	224.08	1.7330	10.229	0.028109
283.81	30.630	371.76	0.0026899	279.49	287.73	1.2016	1.6772	4.2855	473.41	0.11958	49.601	0.082197	0.0019500	63.296	0.015799	497.64	546.03	2.1117	1.7427	3.9661	224.03	1.7325	10.234	0.028135
283.86	30.663	371.62	0.0026909	279.66	287.91	1.2022	1.6775	4.2897	472.93	0.11992	49.563	0.082160	0.0019447	63.388	0.015776	497.62	545.99	2.1114	1.7433	3.9725	223.98	1.7320	10.239	0.028161
283.91	30.695	371.48	0.0026920	279.84	288.10	1.2028	1.6778	4.2940	472.44	0.12026	49.524	0.082123	0.0019394	63.479	0.015753	497.60	545.96	2.1110	1.7439	3.9790	223.93	1.7315	10.244	0.028187
283.95	30.728	371.34	0.0026930	280.01	288.28	1.2034	1.6781	4.2983	471.95	0.12061	49.486	0.082087	0.0019341	63.571	0.015730	497.58	545.92	2.1107	1.7445	3.9855	223.87	1.7310	10.249	0.028213
284.00	30.760	371.20	0.0026940	280.18	288.47	1.2040	1.6784	4.3026	471.46	0.12095	49.448	0.082050	0.0019288	63.663	0.015708	497.56	545.88	2.1104	1.7451	3.9920	223.82	1.7305	10.254	0.028239
284.05	30.793	371.05	0.0026950	280.35	288.65	1.2046	1.6787	4.3069	470.97	0.12130	49.409	0.082013	0.0019235	63.755	0.015685	497.54	545.84	2.1101	1.7458	3.9985	223.77	1.7300	10.259	0.028266
284.09	30.825	370.91	0.0026961	280.52	288.83	1.2053	1.6790	4.3113	470.48	0.12165	49.371	0.081976	0.0019182	63.847	0.015662	497.52	545.80	2.1098	1.7464	4.0051	223.72	1.7295	10.264	0.028292
284.14	30.858	370.77	0.0026971	280.70	289.02	1.2059	1.6794	4.3157	469.99	0.12199	49.333	0.081940	0.0019129	63.939	0.015640	497.50	545.76	2.1095	1.7470	4.0117	223.66	1.7290	10.270	0.028318
284.19	30.890	370.63	0.0026981	280.87	289.20	1.2065	1.6797	4.3200	469.50	0.12234	49.294	0.081903	0.0019076	64.032	0.015617	497.48	545.72	2.1092	1.7476	4.0183	223.61	1.7285	10.275	0.028345
284.23	30.923	370.49	0.0026992	281.04	289.39	1.2071	1.6800	4.3244	469.01	0.12269	49.256	0.081866	0.0019023	64.125	0.015595	497.46	545.69	2.1088	1.7483	4.0249	223.56	1.7279	10.280	0.028371
284.28	30.956	370.34	0.0027002	281.21	289.57	1.2077	1.6803	4.3288	468.52	0.12305	49.218	0.081829	0.0018970	64.218	0.015572	497.44	545.65	2.1085	1.7489	4.0316	223.50	1.7274	10.285	0.028398
284.33	30.988	370.20	0.0027012	281.39	289.76	1.2084	1.6806	4.3333	468.03	0.12340	49.179	0.081792	0.0018917	64.311	0.015550	497.42	545.61	2.1082	1.7495	4.0383	223.45	1.7269	10.290	0.028424
284.37	31.021	370.06	0.0027023	281.56	289.94	1.2090	1.6809	4.3377	467.54	0.12375	49.141	0.081756	0.0018864	64.404	0.015527	497.40	545.57	2.1079	1.7501	4.0450	223.40	1.7264	10.296	0.028451
284.42	31.054	369.92	0.0027033	281.73	290.13	1.2096	1.6812	4.3422	467.05	0.12411	49.103	0.081719	0.0018811	64.497	0.015504	497.38	545.53	2.1076	1.7508	4.0518	223.35	1.7259	10.301	0.028478
284.47	31.087	369.77	0.0027044	281.90	290.31	1.2102	1.6816	4.3467	466.56	0.12446	49.064	0.081682	0.0018758	64.591	0.015482	497.36	545.49	2.1072	1.7514	4.0586	223.29	1.7254	10.306	0.028505
284.51	31.119	369.63	0.0027054	282.08	290.50	1.2108	1.6819	4.3512	466.07	0.12482	49.026	0.081645	0.0018705	64.685	0.015460	497.34	545.45	2.1069	1.7520	4.0654	223.24	1.7249	10.312	0.028532
284.56	31.152	369.49	0.0027065	282.25	290.68	1.2115	1.6822	4.3557	465.57	0.12518	48.987	0.081609	0.0018652	64.779	0.015437	497.32	545.41	2.1066	1.7527	4.0723	223.19	1.7244	10.317	0.028559
284.61	31.185	369.34	0.0027075	282.42	290.87	1.2121	1.6825	4.3603	465.08	0.12554	48.949	0.081572	0.0018600	64.873	0.015415	497.30	545.37	2.1063	1.7533	4.0792	223.13	1.7238	10.322	0.028586
284.65	31.218	369.20	0.0027086	282.60	291.05	1.2127	1.6828	4.3649	464.59	0.12590	48.911	0.081535	0.0018547	64.968	0.015392	497.28	545.33	2.1060	1.7539	4.0861	223.08	1.7233	10.327	0.028613
284.70	31.251	369.06	0.0027096	282.77	291.24	1.2133	1.6831	4.3694	464.10	0.12626	48.872	0.081498	0.0018494	65.062	0.015370	497.25	545.29	2.1056	1.7546	4.0931	223.03	1.7228	10.333	0.028640
284.75	31.284	368.91	0.0027107	282.94	291.42	1.2139	1.6835	4.3741	463.60	0.12663	48.834	0.081461	0.0018442	65.157	0.015348	497.23	545.24	2.1053	1.7552	4.1001	222.97	1.7223	10.338	0.028668
284.79	31.316	368.77	0.0027117	283.12	291.61	1.2146	1.6838	4.3787	463.11	0.12699	48.795	0.081425	0.0018389	65.252	0.015325	497.21	545.20	2.1050	1.7558	4.1071	222.92	1.7218	10.343	0.028695
284.84	31.349	368.62	0.0027128	283.29	291.80	1.2152	1.6841	4.3833	462.61	0.12736	48.757	0.081388	0.0018336	65.347	0.015303	497.19	545.16	2.1047	1.7565	4.1141	222.87	1.7213	10.349	0.028723
284.89	31.382	368.48	0.0027139	283.47	291.98	1.2158	1.6844	4.3880	462.12	0.12773	48.718	0.081351	0.0018284	65.442	0.015281	497.17	545.12	2.1044	1.7571	4.1212	222.81	1.7207	10.354	0.028750
284.93	31.415	368.33	0.0027149	283.64	292.17	1.2164	1.6848	4.3927	461.62	0.12809	48.680	0.081314	0.0018231	65.538	0.015258	497.14	545.08	2.1040	1.7577	4.1283	222.76	1.7202	10.359	0.028778
284.98	31.448	368.19	0.0027160	283.81	292.35	1.2170	1.6851	4.3974	461.13	0.12846	48.641	0.081278	0.0018179	65.634	0.015236	497.12	545.04	2.1037	1.7584	4.1355	222.70	1.7197	10.365	0.028805
285.03	31.482	368.04	0.0027171	283.99	292.54	1.2177	1.6854	4.4021	460.63	0.12884	48.603	0.081241	0.0018126	65.729	0.015214	497.10	544.99	2.1034	1.7590	4.1427	222.65	1.7192	10.370	0.028833
285.07	31.515	367.90	0.0027182	284.16	292.73	1.2183	1.6857	4.4069	460.14	0.12921	48.564	0.081204	0.0018074	65.826	0.015192	497.08	544.95	2.1031	1.7597	4.1499	222.60	1.7187	10.376	0.028861
285.12	31.548	367.75	0.0027192	284.34	292.91	1.2189	1.6861	4.4116	459.64	0.12958	48.526	0.081167	0.0018021	65.922	0.015169	497.05	544.91	2.1027	1.7603	4.1571	222.54	1.7181	10.381	0.028889
285.17	31.581	367.61	0.0027203	284.51	293.10	1.2195	1.6864	4.4164	459.15	0.12996	48.487	0.081131	0.0017969	66.018	0.015147	497.03	544.87	2.1024	1.7610	4.1644	222.49	1.7176	10.387	0.028917
285.21	31.614	367.46	0.0027214	284.69	293.29	1.2202	1.6867	4.4212	458.65	0.13033	48.449	0.081094	0.0017917	66.115	0.015125	497.01	544.82	2.1021	1.7616	4.1717	222.43	1.7171	10.392	0.028945
285.26	31.647	367.31	0.0027225	284.86	293.48	1.2208	1.6871	4.4261	458.15	0.13071	48.410	0.081057	0.0017864	66.212	0.015103	496.98	544.78	2.1018	1.7623	4.1791	222.38	1.7166	10.397	0.028973
285.31	31.680	367.17	0.0027236	285.04	293.66	1.2214	1.6874	4.4309	457.65	0.13109	48.372	0.081020	0.0017812	66.309	0.015081	496.96	544.74	2.1014	1.7629	4.1865	222.33	1.7160	10.403	0.029002
285.35	31.714	367.02	0.0027246	285.21	293.85	1.2220	1.6877	4.4358	457.16	0.13147	48.333	0.080984	0.0017760	66.406	0.015059	496.94	544.69	2.1011	1.7636	4.1939	222.27	1.7155	10.408	0.029030
285.40	31.747	366.87	0.0027257	285.39	294.04	1.2227	1.6881	4.4407	456.66	0.13185	48.294	0.080947	0.0017707	66.504	0.015037	496.91	544.65	2.1008	1.7642	4.2013	222.22	1.7150	10.414	0.029058
285.45	31.780	366.73	0.0027268	285.56	294.23	1.2233	1.6884	4.4456	456.16	0.13223	48.256	0.080910	0.0017655	66.601	0.015015	496.89	544.61	2.1004	1.7649	4.2088	222.16	1.7145	10.419	0.029087
285.49	31.814	366.58	0.0027279	285.74	294.41	1.2239	1.6887	4.4505	455.66	0.13262	48.217	0.080873	0.0017603	66.699	0.014993	496.87	544.56	2.1001	1.7655	4.2164	222.11	1.7139	10.425	0.029116
285.54	31.847	366.43	0.0027290	285.91	294.60	1.2245	1.6891	4.4555	455.16	0.13300	48.179	0.080837	0.0017551	66.797	0.014971	496.84	544.52	2.0998	1.7662	4.2239	222.05	1.7134	10.430	0.029144
285.59	31.880	366.28	0.0027301	286.09	294.79	1.2252	1.6894	4.4605	454.66	0.13339	48.140	0.080800	0.0017499	66.895	0.014949	496.82	544.47	2.0995	1.7668	4.2315	222.00	1.7129	10.436	0.029173
